# GVClass Pipeline Version: 1.0.0
query	taxonomy_majority	taxonomy_strict	species	genus	family	order	class	phylum	domain	avgdist	order_dup	order_completeness	gvog4_unique	gvog8_unique	gvog8_total	gvog8_dup	mcp_total	mirus_unique	mirus_total	mirus_dup	mrya_unique	mrya_total	phage_unique	phage_total	cellular_unique	cellular_total	cellular_dup	contigs	LENbp	GCperc	genecount	CODINGperc	ttable
bin_3849	s_;g_;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__GVMAG-S-ERX556028-72:13(11.11%),NCLDV__GVMAG-M-3300012920-24:10(8.55%),NCLDV__GVMAG-M-3300005613-13:9(7.69%),NCLDV__GVMAG-M-3300020728-1:6(5.13%),NCLDV__GVMAG-M-3300005613-8:5(4.27%),NCLDV__GVMAG-M-3300006810-8:5(4.27%),ARC__Stygiolobus:5(4.27%),NCLDV__ERX552297-51:4(3.42%),NCLDV__GVMAG-M-3300023184-101:3(2.56%),NCLDV__ERX552270-86:3(2.56%),NCLDV__GVMAG-S-1101172-98:3(2.56%),NCLDV__GVMAG-M-3300004240-17:2(1.71%),NCLDV__ERX552254-13:2(1.71%),NCLDV__GVMAG-S-ERX556022-25:2(1.71%),NCLDV__GVMAG-M-3300021185-45:2(1.71%),NCLDV__GVMAG-M-3300005613-15:2(1.71%),NCLDV__ERX552292-53:2(1.71%),NCLDV__Catovirus_CTV1_:2(1.71%),NCLDV__ERX289005-60:2(1.71%),NCLDV__GVMAG-M-3300009155-3:1(0.85%),NCLDV__GVMAG-M-3300002367-2:1(0.85%),NCLDV__GVMAG-M-3300023184-89:1(0.85%),NCLDV__ERX552296-13:1(0.85%),NCLDV__GVMAG-M-3300025860-17:1(0.85%),NCLDV__ERX556031-10:1(0.85%),NCLDV__GVMAG-M-3300027712-16:1(0.85%),NCLDV__GVMAG-M-3300023184-64:1(0.85%),NCLDV__GVMAG-M-3300009183-5:1(0.85%),NCLDV__GVMAG-M-3300009163-62:1(0.85%),NCLDV__GVMAG-M-3300009161-41:1(0.85%),NCLDV__GVMAG-M-3300007522-11:1(0.85%),NCLDV__GVMAG-M-3300023174-187:1(0.85%),NCLDV__ERX552302-47:1(0.85%),NCLDV__GVMAG-M-3300023184-187:1(0.85%),NCLDV__GVMAG-M-3300023174-147:1(0.85%),NCLDV__GVMAG-M-3300023179-114:1(0.85%),NCLDV__GVMAG-M-3300009436-41:1(0.85%),NCLDV__GVMAG-M-3300023184-38:1(0.85%),NCLDV__GVMAG-M-3300018868-12:1(0.85%),NCLDV__GVMAG-S-ERX556045-52:1(0.85%),NCLDV__GVMAG-M-3300023174-182:1(0.85%),NCLDV__GVMAG-M-3300021425-30:1(0.85%),NCLDV__GVMAG-M-3300020187-58:1(0.85%),NCLDV__GVMAG-S-3300005613-42:1(0.85%),NCLDV__GVMAG-S-1102238-66:1(0.85%),NCLDV__GVMAG-M-3300009185-54:1(0.85%),NCLDV__ERX552274-9:1(0.85%),NCLDV__GVMAG-S-1030632-69:1(0.85%),NCLDV__ERX552270-108:1(0.85%),NCLDV__GVMAG-M-3300021964-8:1(0.85%),NCLDV__ERX552302-42:1(0.85%),NCLDV__SRX802143-8:1(0.85%),NCLDV__ERX552270-94:1(0.85%),NCLDV__GVMAG-M-3300001348-25:1(0.85%)	NCLDV__g344:46(39.32%),NCLDV__g340:11(9.40%),NCLDV__g336:10(8.55%),NCLDV__g341:9(7.69%),NCLDV__g343:9(7.69%),NCLDV__g322:6(5.13%),ARC__Sulfolobaceae:5(4.27%),NCLDV__g334:4(3.42%),NCLDV__g335:2(1.71%),NCLDV__g219:2(1.71%),NCLDV__g329:2(1.71%),NCLDV__g241-Klosneuvirinae:2(1.71%),NCLDV__g101:1(0.85%),NCLDV__g317:1(0.85%),NCLDV__g257:1(0.85%),NCLDV__g315:1(0.85%),NCLDV__g333:1(0.85%),NCLDV__g258:1(0.85%),NCLDV__g327:1(0.85%),NCLDV__g302:1(0.85%),NCLDV__g339:1(0.85%)	NCLDV__Mesomimiviridae:104(88.89%),ARC__Sulfolobales:5(4.27%),NCLDV__Mimiviridae:4(3.42%),NCLDV__IM_13:2(1.71%),NCLDV__PM_01:1(0.85%),NCLDV__Allomimiviridae:1(0.85%)	NCLDV__Imitervirales:111(94.87%),ARC__Thermoproteia:5(4.27%),NCLDV__Pimascovirales:1(0.85%)	NCLDV__Megaviricetes:112(95.73%),ARC__Thermoproteota:5(4.27%)	NCLDV__Nucleocytoviricota:112(95.73%),ARC__Archaea:5(4.27%)	NCLDV:112(95.73%),ARC:5(4.27%)	2.6343987092777783	1.36	100.0	4	6	8	1.33	2	0	0	0.0	1	1	0	0	0	0	0.0	9	469297	26.33	423	89.82	code1
bin_3852	s_;g_g336;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	NCLDV__GVMAG-M-3300023179-114:11(9.73%),NCLDV__GVMAG-M-3300009181-26:11(9.73%),NCLDV__GVMAG-S-1035082-40:10(8.85%),NCLDV__GVMAG-M-3300009164-8:10(8.85%),NCLDV__GVMAG-M-3300023184-27:7(6.19%),NCLDV__GVMAG-M-3300023179-67:6(5.31%),NCLDV__GVMAG-M-3300025783-2:6(5.31%),NCLDV__GVMAG-M-3300027746-47:5(4.42%),NCLDV__GVMAG-M-3300023174-166:3(2.65%),NCLDV__GVMAG-M-3300023174-5:3(2.65%),NCLDV__GVMAG-M-3300023184-51:3(2.65%),NCLDV__GVMAG-M-3300023184-178:3(2.65%),NCLDV__GVMAG-S-404869-41:3(2.65%),NCLDV__GVMAG-M-3300003395-8:3(2.65%),NCLDV__GVMAG-M-3300024312-6:2(1.77%),NCLDV__GVMAG-M-3300009684-23:2(1.77%),NCLDV__GVMAG-M-3300021079-11:2(1.77%),NCLDV__GVMAG-M-3300023184-86:2(1.77%),NCLDV__GVMAG-M-3300009183-46:2(1.77%),NCLDV__GVMAG-M-3300010334-24:1(0.88%),NCLDV__GVMAG-M-3300009161-41:1(0.88%),NCLDV__GVMAG-M-3300009419-6:1(0.88%),NCLDV__GVMAG-M-3300022752-82:1(0.88%),NCLDV__GVMAG-S-1101165-79:1(0.88%),NCLDV__GVMAG-S-1101181-100:1(0.88%),NCLDV__GVMAG-M-3300005662-62:1(0.88%),NCLDV__SRX331950-43:1(0.88%),NCLDV__GVMAG-M-3300023179-91:1(0.88%),NCLDV__GVMAG-M-3300025767-17:1(0.88%),NCLDV__GVMAG-M-3300023174-174:1(0.88%),NCLDV__GVMAG-M-3300004240-17:1(0.88%),NCLDV__GVMAG-M-3300009161-30:1(0.88%),NCLDV__GVMAG-M-3300023184-12:1(0.88%),NCLDV__GVMAG-M-3300027892-35:1(0.88%),NCLDV__GVMAG-M-3300009182-16:1(0.88%),NCLDV__ERX552270-108:1(0.88%),NCLDV__Catovirus_CTV1_:1(0.88%),NCLDV__GVMAG-M-3300023184-180:1(0.88%)	NCLDV__g336:100(88.50%),NCLDV__g284:7(6.19%),NCLDV__g335:2(1.77%),NCLDV__g338:1(0.88%),NCLDV__g210:1(0.88%),NCLDV__g344:1(0.88%),NCLDV__g241-Klosneuvirinae:1(0.88%)	NCLDV__Mesomimiviridae:104(92.04%),NCLDV__IM_08:7(6.19%),NCLDV__Mimiviridae:2(1.77%)	NCLDV__Imitervirales:113(100.00%)	NCLDV__Megaviricetes:113(100.00%)	NCLDV__Nucleocytoviricota:113(100.00%)	NCLDV:113(100.00%)	4.840500067388496	1.39	88.76	4	6	10	1.67	2	0	0	0.0	2	2	0	0	0	0	0.0	22	420654	28.59	433	92.47	code1
bin_3853	s_;g_g335;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	NCLDV__GVMAG-S-3300013094-108:36(30.25%),NCLDV__GVMAG-M-3300023184-168:21(17.65%),NCLDV__ERX555954-29:11(9.24%),NCLDV__GVMAG-M-3300020810-20:11(9.24%),NCLDV__GVMAG-M-3300009187-29:5(4.20%),NCLDV__GVMAG-M-3300027708-5:5(4.20%),NCLDV__GVMAG-S-1101162-94:5(4.20%),NCLDV__GVMAG-M-3300023184-81:4(3.36%),NCLDV__GVMAG-M-3300024261-26:4(3.36%),NCLDV__GVMAG-M-3300009164-20:2(1.68%),NCLDV__GVMAG-M-3300023174-111:2(1.68%),NCLDV__GVMAG-M-3300023174-24:2(1.68%),NCLDV__GVMAG-M-3300021958-43:2(1.68%),NCLDV__GVMAG-M-3300027708-20:1(0.84%),NCLDV__GVMAG-M-3300009182-2:1(0.84%),NCLDV__GVMAG-M-3300009155-48:1(0.84%),NCLDV__GVMAG-M-3300023179-59:1(0.84%),NCLDV__GVMAG-M-3300027759-42:1(0.84%),NCLDV__GVMAG-S-1035112-32:1(0.84%),NCLDV__SRX474032-22:1(0.84%),NCLDV__GVMAG-M-3300027708-30:1(0.84%),NCLDV__GVMAG-M-3300009068-24:1(0.84%)	NCLDV__g335:118(99.16%),NCLDV__g336:1(0.84%)	NCLDV__Mesomimiviridae:119(100.00%)	NCLDV__Imitervirales:119(100.00%)	NCLDV__Megaviricetes:119(100.00%)	NCLDV__Nucleocytoviricota:119(100.00%)	NCLDV:119(100.00%)	4.187889428448739	1.49	93.26	3	5	8	1.6	2	0	0	0.0	1	1	0	0	0	0	0.0	28	507627	35.9	517	91.58	code1
# GVClass Pipeline Version: 1.0.0
query	taxonomy_majority	taxonomy_strict	species	genus	family	order	class	phylum	domain	avgdist	order_dup	order_completeness	gvog4_unique	gvog8_unique	gvog8_total	gvog8_dup	mcp_total	mirus_unique	mirus_total	mirus_dup	mrya_unique	mrya_total	phage_unique	phage_total	cellular_unique	cellular_total	cellular_dup	contigs	LENbp	GCperc	genecount	CODINGperc	ttable
bin_3857	s_;g_;f_;o_Pimascovirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__GVMAG-M-3300023184-24:11(14.86%),NCLDV__GVMAG-S-3300010160-96:7(9.46%),NCLDV__GVMAG-S-3300010158-109:6(8.11%),NCLDV__GVMAG-S-3300002186-40:5(6.76%),NCLDV__GVMAG-M-3300023179-92:3(4.05%),NCLDV__GVMAG-S-1096109-37:2(2.70%),NCLDV__GVMAG-M-3300022752-15:2(2.70%),NCLDV__GVMAG-S-1085360-44:2(2.70%),NCLDV__SRX474032-80:2(2.70%),NCLDV__GVMAG-S-1074330-31:2(2.70%),NCLDV__GVMAG-M-3300023210-3:1(1.35%),NCLDV__SRX802202-32:1(1.35%),NCLDV__ERX552270-117:1(1.35%),NCLDV__GVMAG-M-3300023179-108:1(1.35%),NCLDV__GVMAG-M-3300009182-9:1(1.35%),NCLDV__GVMAG-M-3300023174-187:1(1.35%),NCLDV__GVMAG-S-3300010368-70:1(1.35%),NCLDV__GVMAG-S-1021933-23:1(1.35%),NCLDV__GVMAG-M-3300023184-71:1(1.35%),NCLDV__GVMAG-M-3300023174-102:1(1.35%),NCLDV__GVMAG-M-3300023184-88:1(1.35%),EUK__Nonionella:1(1.35%),NCLDV__GVMAG-M-3300013004-44:1(1.35%),NCLDV__GVMAG-M-3300020726-3:1(1.35%),NCLDV__GVMAG-M-3300012953-22:1(1.35%),NCLDV__GVMAG-M-3300024252-29:1(1.35%),NCLDV__GVMAG-M-2140918012-1:1(1.35%),NCLDV__GVMAG-S-1015567-928:1(1.35%),NCLDV__GVMAG-M-3300009182-61:1(1.35%),NCLDV__GVMAG-S-1101165-58:1(1.35%),NCLDV__ERX552261-23:1(1.35%),BAC__Sulfurimonas:1(1.35%),NCLDV__ERX552270-122:1(1.35%),NCLDV__Prymnesium_kappa_virus_RF01:1(1.35%),NCLDV__GVMAG-M-3300023174-205:1(1.35%),NCLDV__GVMAG-M-3300009163-40:1(1.35%),NCLDV__GVMAG-S-ERX555967-131:1(1.35%),NCLDV__GVMAG-S-3300013094-97:1(1.35%),NCLDV__ERX555931-51:1(1.35%),NCLDV__ERX633345-33:1(1.35%),NCLDV__GVMAG-S-3300013014-136:1(1.35%),NCLDV__GVMAG-S-3300011013-114:1(1.35%)	NCLDV__g79:11(14.86%),NCLDV__g105:7(9.46%),NCLDV__g89:6(8.11%),NCLDV__g117:5(6.76%),NCLDV__g81:3(4.05%),NCLDV__g316:3(4.05%),NCLDV__g335:3(4.05%),NCLDV__g94:2(2.70%),NCLDV__g109:2(2.70%),NCLDV__g336:2(2.70%),NCLDV__g102:2(2.70%),NCLDV__g177:2(2.70%),NCLDV__g91:1(1.35%),NCLDV__g82:1(1.35%),NCLDV__g92:1(1.35%),NCLDV__g111:1(1.35%),NCLDV__g80:1(1.35%),NCLDV__g113:1(1.35%),NCLDV__g57:1(1.35%),NCLDV__g86:1(1.35%),NCLDV__g116:1(1.35%),EUK__Nonionidae:1(1.35%),NCLDV__g107:1(1.35%),NCLDV__g78:1(1.35%),NCLDV__g45:1(1.35%),NCLDV__g88:1(1.35%),NCLDV__g300:1(1.35%),NCLDV__g305:1(1.35%),BAC__Sulfurimonadaceae:1(1.35%),NCLDV__g114:1(1.35%),NCLDV__Biavirus:1(1.35%),NCLDV__g213:1(1.35%),NCLDV__g296:1(1.35%),NCLDV__g192:1(1.35%),NCLDV__g274:1(1.35%),NCLDV__g207:1(1.35%),NCLDV__g118:1(1.35%),NCLDV__g90:1(1.35%)	NCLDV__PM_01:35(47.30%),NCLDV__PM_04:16(21.62%),NCLDV__Mesomimiviridae:8(10.81%),NCLDV__incertae_sedis:2(2.70%),NCLDV__Allomimiviridae:2(2.70%),NCLDV__AG_01:2(2.70%),NCLDV__PM_07:1(1.35%),EUK__Rotaliida:1(1.35%),NCLDV__PM_06:1(1.35%),BAC__Campylobacterales:1(1.35%),NCLDV__Schizomimiviridae:1(1.35%),NCLDV__Mimiviridae:1(1.35%),NCLDV__IM_07:1(1.35%),NCLDV__AG_03:1(1.35%),NCLDV__IM_09:1(1.35%)	NCLDV__Pimascovirales:54(72.97%),NCLDV__Imitervirales:15(20.27%),NCLDV__Algavirales:3(4.05%),EUK__Foraminifera_X:1(1.35%),BAC__Campylobacteria:1(1.35%)	NCLDV__Megaviricetes:72(97.30%),EUK__Foraminifera:1(1.35%),BAC__Campylobacterota:1(1.35%)	NCLDV__Nucleocytoviricota:72(97.30%),EUK__Eukaryota:1(1.35%),BAC__Bacteria:1(1.35%)	NCLDV:72(97.30%),EUK:1(1.35%),BAC:1(1.35%)	3.093056851858108	1.59	91.67	3	5	6	1.2	1	0	0	0.0	0	0	0	0	0	0	0.0	17	592333	28.43	656	86.13	code15
bin_3860	s_;g_;f_Mimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	NCLDV__GVMAG-M-3300010334-28:33(38.82%),NCLDV__Terrestrivirus_sp-_:6(7.06%),NCLDV__Edafosvirus_sp-_:4(4.71%),NCLDV__GVMAG-M-3300020187-22:4(4.71%),NCLDV__GVMAG-M-3300020728-1:4(4.71%),NCLDV__GVMAG-M-3300023179-27:3(3.53%),NCLDV__Indivirus_ILV1_:2(2.35%),NCLDV__GVMAG-M-3300005613-11:2(2.35%),NCLDV__Catovirus_CTV1_:2(2.35%),NCLDV__GVMAG-M-3300023184-86:2(2.35%),NCLDV__GVMAG-S-3300013131-119:2(2.35%),NCLDV__GVMAG-S-1101174-64:1(1.18%),NCLDV__GVMAG-M-3300023179-31:1(1.18%),NCLDV__GVMAG-M-3300022752-33:1(1.18%),NCLDV__GVMAG-M-3300009697-1:1(1.18%),NCLDV__GVMAG-M-3300009169-13:1(1.18%),NCLDV__SRX696246-4:1(1.18%),NCLDV__Harvfovirus_sp-_:1(1.18%),NCLDV__SRX474032-80:1(1.18%),NCLDV__GVMAG-S-ERX556126-98:1(1.18%),NCLDV__GVMAG-M-3300020165-43:1(1.18%),NCLDV__GVMAG-M-3300021185-45:1(1.18%),NCLDV__GVMAG-M-3300023179-4:1(1.18%),NCLDV__GVMAG-M-3300020185-3:1(1.18%),NCLDV__GVMAG-M-3300013093-48:1(1.18%),NCLDV__GVMAG-M-3300001351-8:1(1.18%),NCLDV__Mimivirus_LCMiAC02:1(1.18%),NCLDV__GVMAG-S-1035082-51:1(1.18%),NCLDV__ERX552270-108:1(1.18%),NCLDV__GVMAG-M-3300023179-115:1(1.18%),NCLDV__GVMAG-S-1101169-75:1(1.18%),NCLDV__GVMAG-S-3300013285-36:1(1.18%)	NCLDV__g243:33(38.82%),NCLDV__g239-Klosneuvirinae:7(8.24%),NCLDV__g238-Klosneuvirinae:4(4.71%),NCLDV__g244:4(4.71%),NCLDV__g322:4(4.71%),NCLDV__g233-Klosneuvirinae:3(3.53%),NCLDV__g235:3(3.53%),NCLDV__g343:2(2.35%),NCLDV__g335:2(2.35%),NCLDV__g241-Klosneuvirinae:2(2.35%),NCLDV__g297:2(2.35%),NCLDV__g336:2(2.35%),NCLDV__g234-Klosneuvirinae:2(2.35%),NCLDV__g236:1(1.18%),NCLDV__g300:1(1.18%),NCLDV__g224:1(1.18%),NCLDV__g217:1(1.18%),NCLDV__g242:1(1.18%),NCLDV__g275:1(1.18%),NCLDV__g215:1(1.18%),NCLDV__g341:1(1.18%),NCLDV__g213:1(1.18%),NCLDV__g288:1(1.18%),NCLDV__g291:1(1.18%),NCLDV__g232:1(1.18%),NCLDV__g344:1(1.18%),NCLDV__g214:1(1.18%),NCLDV__g87:1(1.18%)	NCLDV__Mimiviridae:66(77.65%),NCLDV__Mesomimiviridae:12(14.12%),NCLDV__Allomimiviridae:3(3.53%),NCLDV__IM_09:1(1.18%),NCLDV__IM_08:1(1.18%),NCLDV__IM_07:1(1.18%),NCLDV__PM_01:1(1.18%)	NCLDV__Imitervirales:84(98.82%),NCLDV__Pimascovirales:1(1.18%)	NCLDV__Megaviricetes:85(100.00%)	NCLDV__Nucleocytoviricota:85(100.00%)	NCLDV:85(100.00%)	2.3579089430635296	1.46	56.18	2	2	3	1.5	3	0	0	0.0	1	1	0	0	0	0	0.0	85	653539	23.11	635	91.92	code1
bin_3862	s_;g_g335;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__GVMAG-S-1035082-55:27(27.00%),NCLDV__GVMAG-S-1035082-51:11(11.00%),NCLDV__GVMAG-M-3300023179-166:11(11.00%),NCLDV__GVMAG-S-1035112-32:9(9.00%),NCLDV__GVMAG-M-3300021961-46:9(9.00%),NCLDV__GVMAG-M-3300023174-5:7(7.00%),NCLDV__GVMAG-M-3300023184-64:5(5.00%),EUK__Danio:3(3.00%),NCLDV__GVMAG-M-3300027969-16:3(3.00%),ARC__Thermoplasma:3(3.00%),NCLDV__SRX474032-80:3(3.00%),NCLDV__GVMAG-M-3300023184-81:2(2.00%),NCLDV__GVMAG-M-3300023174-188:2(2.00%),NCLDV__GVMAG-M-3300012920-24:1(1.00%),NCLDV__GVMAG-S-1074335-3:1(1.00%),NCLDV__GVMAG-M-3300005662-68:1(1.00%),NCLDV__GVMAG-M-3300023174-1:1(1.00%),NCLDV__GVMAG-M-3300010157-4:1(1.00%)	NCLDV__g335:77(77.00%),NCLDV__g336:8(8.00%),NCLDV__g257:5(5.00%),EUK__Danionidae:3(3.00%),NCLDV__g314:3(3.00%),ARC__Thermoplasmataceae:3(3.00%),NCLDV__g340:1(1.00%)	NCLDV__Mesomimiviridae:89(89.00%),NCLDV__IM_13:5(5.00%),EUK__Cypriniformes:3(3.00%),ARC__Thermoplasmatales:3(3.00%)	NCLDV__Imitervirales:94(94.00%),EUK__Actinopteri:3(3.00%),ARC__Thermoplasmata:3(3.00%)	NCLDV__Megaviricetes:94(94.00%),EUK__Chordata:3(3.00%),ARC__Thermoplasmatota:3(3.00%)	NCLDV__Nucleocytoviricota:94(94.00%),EUK__Eukaryota:3(3.00%),ARC__Archaea:3(3.00%)	NCLDV:94(94.00%),EUK:3(3.00%),ARC:3(3.00%)	5.299947887249001	1.37	76.4	3	5	7	1.4	2	0	0	0.0	1	1	0	0	0	0	0.0	45	373069	39.54	355	91.66	code15
bin_3863	s_;g_;f_PM_01;o_Pimascovirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__GVMAG-M-3300023174-172:19(26.03%),NCLDV__GVMAG-S-1038524-41:14(19.18%),NCLDV__GVMAG-M-3300017991-11:11(15.07%),NCLDV__GVMAG-M-3300023184-134:11(15.07%),NCLDV__SRX802189-61:5(6.85%),NCLDV__Prymnesium_kappa_virus_RF01:2(2.74%),EUK__Anaeramoeba:2(2.74%),NCLDV__GVMAG-M-3300027736-24:1(1.37%),NCLDV__ERX552261-5:1(1.37%),NCLDV__GVMAG-S-1016710-161:1(1.37%),NCLDV__GVMAG-M-3300023174-102:1(1.37%),NCLDV__GVMAG-M-3300023179-108:1(1.37%),NCLDV__GVMAG-S-1035085-42:1(1.37%),NCLDV__Hyperionvirus_sp-_:1(1.37%),NCLDV__GVMAG-M-3300024319-1:1(1.37%),NCLDV__GVMAG-M-3300023210-3:1(1.37%)	NCLDV__g95:25(34.25%),NCLDV__g99:19(26.03%),NCLDV__g112:11(15.07%),NCLDV__g108:5(6.85%),NCLDV__Biavirus:2(2.74%),EUK__Eukaryota_X:2(2.74%),NCLDV__g105:2(2.74%),NCLDV__g296:1(1.37%),NCLDV__g107:1(1.37%),NCLDV__g116:1(1.37%),NCLDV__g111:1(1.37%),NCLDV__g299:1(1.37%),NCLDV__g239-Klosneuvirinae:1(1.37%),NCLDV__g91:1(1.37%)	NCLDV__PM_01:66(90.41%),NCLDV__Schizomimiviridae:2(2.74%),EUK__Eukaryota_X:2(2.74%),NCLDV__IM_07:1(1.37%),NCLDV__Allomimiviridae:1(1.37%),NCLDV__Mimiviridae:1(1.37%)	NCLDV__Pimascovirales:66(90.41%),NCLDV__Imitervirales:5(6.85%),EUK__Eukaryota_X:2(2.74%)	NCLDV__Megaviricetes:71(97.26%),EUK__Eukaryota_X:2(2.74%)	NCLDV__Nucleocytoviricota:71(97.26%),EUK__Eukaryota:2(2.74%)	NCLDV:71(97.26%),EUK:2(2.74%)	3.0721261903095893	1.35	95.83	4	6	9	1.5	1	0	0	0.0	2	2	0	0	0	0	0.0	22	467170	24.34	457	89.78	codemeta
bin_3868	s_;g_;f_Mimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__GVMAG-M-3300023179-115:31(29.81%),NCLDV__GVMAG-M-3300012920-24:12(11.54%),NCLDV__cPacV_1605:12(11.54%),NCLDV__GVMAG-M-3300023184-104:8(7.69%),NCLDV__GVMAG-M-3300020165-43:8(7.69%),NCLDV__GVMAG-S-ERX556019-34:7(6.73%),NCLDV__Catovirus_CTV1_:5(4.81%),NCLDV__GVMAG-M-3300023174-205:5(4.81%),NCLDV__SRX802077-79:3(2.88%),NCLDV__GVMAG-M-3300023179-4:2(1.92%),EUK__Anaeramoeba:2(1.92%),NCLDV__GVMAG-S-1035348-10:1(0.96%),NCLDV__GVMAG-S-1101164-61:1(0.96%),NCLDV__GVMAG-M-3300023179-27:1(0.96%),NCLDV__GVMAG-S-1004661-13:1(0.96%),NCLDV__Megavirus_chiliensis_:1(0.96%),NCLDV__GVMAG-S-1101174-64:1(0.96%),NCLDV__GVMAG-M-3300017788-2:1(0.96%),NCLDV__GVMAG-M-3300020728-1:1(0.96%),NCLDV__GVMAG-M-3300023184-177:1(0.96%)	NCLDV__g214:40(38.46%),NCLDV__g226:15(14.42%),NCLDV__g340:12(11.54%),NCLDV__g215:8(7.69%),NCLDV__g213:7(6.73%),NCLDV__g339:7(6.73%),NCLDV__g241-Klosneuvirinae:5(4.81%),EUK__Eukaryota_X:2(1.92%),NCLDV__g317:1(0.96%),NCLDV__g235:1(0.96%),NCLDV__g231:1(0.96%),NCLDV__g246-Megamimivirinae:1(0.96%),NCLDV__g236:1(0.96%),NCLDV__g209:1(0.96%),NCLDV__g322:1(0.96%),NCLDV__g220:1(0.96%)	NCLDV__Mimiviridae:81(77.88%),NCLDV__Mesomimiviridae:21(20.19%),EUK__Eukaryota_X:2(1.92%)	NCLDV__Imitervirales:102(98.08%),EUK__Eukaryota_X:2(1.92%)	NCLDV__Megaviricetes:102(98.08%),EUK__Eukaryota_X:2(1.92%)	NCLDV__Nucleocytoviricota:102(98.08%),EUK__Eukaryota:2(1.92%)	NCLDV:102(98.08%),EUK:2(1.92%)	3.4225598560471155	1.33	70.79	4	5	5	1.0	3	0	0	0.0	1	1	0	0	0	0	0.0	66	546909	24.78	553	92.8	code1
bin_3869	s_;g_g341;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__GVMAG-M-3300009161-34:21(21.21%),NCLDV__GVMAG-M-3300009159-41:11(11.11%),NCLDV__GVMAG-M-3300009161-36:11(11.11%),NCLDV__GVMAG-M-3300023174-182:6(6.06%),NCLDV__GVMAG-M-3300023179-121:5(5.05%),NCLDV__GVMAG-M-3300009163-63:5(5.05%),NCLDV__SRX331965-39:4(4.04%),NCLDV__ERX633356-44:4(4.04%),NCLDV__ERX552270-108:4(4.04%),NCLDV__GVMAG-M-3300012920-24:3(3.03%),NCLDV__GVMAG-M-3300006124-6:3(3.03%),NCLDV__GVMAG-S-1102238-66:3(3.03%),NCLDV__GVMAG-M-3300023174-199:2(2.02%),EUK__Naegleria:2(2.02%),NCLDV__Prymnesium_kappa_virus_RF01:2(2.02%),NCLDV__GVMAG-S-404869-41:2(2.02%),NCLDV__GVMAG-M-3300023174-75:2(2.02%),EUK__Danio:1(1.01%),NCLDV__GVMAG-S-1035124-57:1(1.01%),NCLDV__GVMAG-M-3300027759-32:1(1.01%),NCLDV__GVMAG-M-3300023184-58:1(1.01%),NCLDV__GVMAG-M-3300010158-55:1(1.01%),NCLDV__GVMAG-S-3300005645-37:1(1.01%),NCLDV__GVMAG-M-3300023179-33:1(1.01%),NCLDV__GVMAG-M-3300023184-150:1(1.01%),NCLDV__ERX556101-13:1(1.01%)	NCLDV__g341:64(64.65%),NCLDV__g336:14(14.14%),NCLDV__g344:5(5.05%),NCLDV__g322:4(4.04%),NCLDV__g340:3(3.03%),EUK__Vahlkampfiidae:2(2.02%),NCLDV__Biavirus:2(2.02%),NCLDV__g343:2(2.02%),EUK__Danionidae:1(1.01%),NCLDV__g330:1(1.01%),NCLDV__g342:1(1.01%)	NCLDV__Mesomimiviridae:94(94.95%),EUK__Heterolobosea_X:2(2.02%),NCLDV__Schizomimiviridae:2(2.02%),EUK__Cypriniformes:1(1.01%)	NCLDV__Imitervirales:96(96.97%),EUK__Heterolobosea_X:2(2.02%),EUK__Actinopteri:1(1.01%)	NCLDV__Megaviricetes:96(96.97%),EUK__Heterolobosea:2(2.02%),EUK__Chordata:1(1.01%)	NCLDV__Nucleocytoviricota:96(96.97%),EUK__Eukaryota:3(3.03%)	NCLDV:96(96.97%),EUK:3(3.03%)	3.7117810725373737	1.24	84.27	3	5	8	1.6	0	0	0	0.0	0	0	0	0	0	0	0.0	52	405543	34.65	355	88.99	code15
